"Sample","Region","Years","ACE2","ADAM17","ANPEP","AXL","CD209","CEACAM1","CLEC4G","CLEC4M","CTSL1","DPP4","ENPEP","FURIN","ITGA2B","ITGA3","ITGA5","ITGA8","ITGAL","ITGAM","ITGAV","ITGB1","ITGB2","ITGB3","ITGB6","ITGB8","NRP1","NRP2","SCARB1","TMPRSS2"
"HSB106_MFC_L","MFC",64.7692307692308,"3.7548","7.36808","4.71301","6.91228","3.83117","4.12303","5.46297","3.44583","6.48497","4.16217","3.82782","6.98849","4.24328","6.54862","5.3558","5.29454","4.33882","4.55995","9.47386","7.08212","5.87319","3.95337","3.55775","9.67995","7.6622","6.27195","6.83995","4.18097"
"HSB106_MFC_R","MFC",64.7692307692308,"4.15686","6.56825","4.90126","7.58509","4.66809","4.57812","5.69127","3.92918","6.98192","4.51197","4.21742","7.13957","4.75678","6.65535","5.28573","5.26843","4.82831","4.73316","8.65165","7.4446","6.03719","4.15322","4.03822","9.05486","7.4585","5.95178","7.35426","4.09851"
"HSB106_OFC_L","OFC",64.7692307692308,"3.91574","7.19674","4.58637","7.36551","3.69274","4.35037","5.24432","3.77008","6.73712","4.6458","4.08345","6.71155","4.52028","6.2434","5.21076","4.55982","4.3923","4.3229","9.1526","7.26005","5.52108","4.22319","3.91709","9.58519","6.61415","5.79289","6.95263","3.90918"
"HSB106_OFC_R","OFC",64.7692307692308,"3.70747","6.33918","4.83149","7.26068","4.38875","4.23898","6.05869","3.84682","6.78406","4.37809","3.78728","6.7062","4.88636","6.19311","5.02717","4.45622","4.704","4.55719","8.50888","7.69753","5.75759","3.95507","3.88527","9.52086","6.64594","5.84174","7.21903","3.83527"
"HSB106_S1C_L","S1C",64.7692307692308,"4.2537","6.8403","4.7709","7.31367","4.38955","4.73452","5.53531","4.08221","6.35014","5.08913","4.45048","6.54398","5.0393","6.41456","5.77045","4.7233","4.67548","4.33058","8.87482","7.45051","5.21834","4.44066","4.71854","8.94779","6.80052","5.61372","6.83249","4.57292"
"HSB106_S1C_R","S1C",64.7692307692308,"3.80914","6.3482","5.00684","7.27239","4.30141","4.64107","5.80129","3.7778","7.07557","5.19365","4.25762","6.74041","4.94144","6.4175","5.41775","4.59993","4.51983","4.18775","8.45132","7.39196","5.55047","4.28077","4.0722","8.80672","6.96152","5.53583","6.99171","4.09253"
"HSB106_STC_L","STC",64.7692307692308,"3.85126","6.58693","4.73403","7.18521","4.17154","4.32061","5.75538","3.97295","6.31675","5.04916","4.49625","6.86687","4.58186","6.63245","5.22412","5.04729","4.60543","4.4458","8.80314","7.35365","5.10199","4.0369","3.70853","8.97121","6.84503","5.50469","6.96735","4.29167"
"HSB106_STC_R","STC",64.7692307692308,"4.26012","6.68746","4.85093","7.62015","4.06449","4.33346","5.75227","4.15034","6.12","4.94523","4.87699","6.88201","4.81115","6.42242","5.40649","5.24032","4.5079","4.65289","8.95494","7.57224","5.7024","4.379","4.05177","9.19324","6.80981","5.4389","7.16503","4.22472"
"HSB106_STR_L","STR",64.7692307692308,"4.42487","6.46894","5.37401","7.38535","4.59919","5.0008","5.55146","4.44934","5.37413","4.5438","4.70878","6.23077","5.18111","6.14246","6.17041","4.27654","4.95014","4.74017","9.49747","7.55049","6.08802","4.4661","4.49415","9.92132","5.50007","5.83028","8.25242","4.27994"
"HSB106_STR_R","STR",64.7692307692308,"4.48331","6.53416","5.2581","7.79732","4.54998","4.51023","5.49071","4.00487","6.15663","4.52085","4.40637","6.46057","4.96945","6.30827","5.62948","4.25991","5.0248","4.82907","9.71616","7.7677","5.86451","4.6453","4.65267","10.0944","5.51838","5.71187","8.52358","4.65697"
"HSB106_V1C_L","V1C",64.7692307692308,"4.01867","6.69204","5.01996","7.1052","4.20699","4.53332","5.86073","4.47237","6.25116","5.53402","4.47541","6.66942","4.88013","6.38336","5.21288","4.7062","4.38795","4.16795","9.08131","8.26849","5.3681","4.37423","4.34768","9.11788","6.74941","5.51092","6.83867","3.75849"
"HSB106_V1C_R","V1C",64.7692307692308,"4.50167","6.82197","5.03256","6.83117","3.79683","4.78095","5.06477","3.91474","6.11357","5.84329","4.94187","6.48646","5.12898","6.29925","5.51302","4.90056","4.61","4.02229","8.32046","7.06364","5.41629","4.38987","4.21963","8.56294","6.09179","5.87769","6.72814","4.25326"
"HSB106_VFC_L","VFC",64.7692307692308,"3.77781","6.55312","4.68541","6.98103","4.01032","4.39655","5.72831","3.62199","6.33674","4.47412","3.99091","6.79009","4.52318","6.25886","4.81107","4.87912","4.30458","4.51938","8.95916","7.68936","5.37205","3.88029","3.67408","9.47545","6.87744","5.68844","6.95164","3.60534"
"HSB106_VFC_R","VFC",64.7692307692308,"3.95154","6.49748","5.25434","7.10525","4.31793","4.54607","6.22354","4.2371","5.93733","4.97982","4.16394","6.7306","4.80576","6.25588","5.43564","4.63156","4.67672","4.52745","9.00462","7.63915","5.44555","4.08966","4.1202","9.45028","6.67774","5.78228","6.99854","4.1736"
"HSB107_A1C_L","A1C",0.4038,"3.95529","7.31002","4.91356","4.97122","3.52886","4.3168","4.54608","3.60067","5.16997","4.82559","4.07176","6.48494","4.74782","6.93936","5.08838","4.32722","4.08796","4.12916","6.30399","7.22227","4.59406","4.61969","4.39952","9.10958","8.49265","7.35048","6.84876","4.19374"
"HSB107_A1C_R","A1C",0.4038,"4.24028","6.93493","5.36241","5.14794","4.12895","4.60018","4.91245","4.02","5.17591","5.07344","4.65045","6.27497","5.05269","6.88342","5.44483","4.50612","4.6273","4.40291","6.68561","7.07859","4.63267","5.34632","4.53378","9.11323","8.34195","6.65726","6.49488","3.91864"
"HSB107_AMY_L","AMY",0.4038,"4.19009","7.20615","5.07885","5.91171","3.72568","4.50512","4.52011","4.10268","5.248","4.25392","4.27579","6.52042","4.81687","6.211","5.46601","4.62673","4.39747","3.87593","8.16577","8.31833","4.74553","4.30096","4.57361","10.2026","8.8006","8.59987","5.80214","3.91106"
"HSB107_AMY_R","AMY",0.4038,"4.04267","7.15858","4.74787","6.24567","3.7868","4.3696","4.82276","3.67512","5.27437","4.4207","4.14876","6.71214","4.73326","6.03457","5.41312","4.01511","4.20858","4.08793","8.13248","9.10648","4.85636","4.3964","3.92404","9.86754","8.13626","7.8679","6.07585","3.82287"
"HSB107_CBC_L","CBC",0.4038,"4.32772","7.43387","4.93706","6.30715","3.9232","4.54355","4.73732","4.24522","4.58444","4.224","4.15603","6.5366","5.04327","6.25697","5.83086","3.91768","4.30964","3.98284","7.86764","8.00009","4.84464","3.98557","4.18881","8.56988","6.66699","6.10692","6.34994","4.13801"
"HSB107_CBC_R","CBC",0.4038,"4.19726","7.11324","4.58205","5.88651","4.02868","4.15727","4.85099","3.77137","4.85498","4.0691","4.36809","6.44763","4.81614","5.91619","5.7389","3.90507","4.34983","3.98674","8.07035","7.5676","4.73932","4.34318","3.80778","8.19118","6.6827","6.2897","6.00825","4.02306"
"HSB107_DFC_L","DFC",0.4038,"4.15288","7.63168","4.87372","5.24194","3.63729","4.45026","4.71692","3.80994","4.68703","5.95467","4.34992","6.77546","4.85553","6.39476","5.30794","4.15184","4.40308","3.92884","6.63956","7.96619","4.78524","4.51787","4.13154","8.33833","9.31227","6.05147","7.08338","4.02686"
"HSB107_DFC_R","DFC",0.4038,"4.15631","7.16078","5.33998","5.06986","3.67528","4.58898","5.20225","3.71569","5.52258","5.20988","4.52546","7.02907","5.01277","6.9488","5.55036","4.09878","4.22185","3.84755","6.66779","7.82815","4.93621","4.41806","3.94421","8.30172","9.10086","6.32087","7.25388","4.20375"
"HSB107_HIP_L","HIP",0.4038,"3.95258","7.22834","4.95769","6.27422","3.92699","4.56604","5.04417","4.00402","5.75075","4.46973","5.00777","6.48518","4.81318","6.90633","6.06272","5.26536","4.42844","4.02215","8.88126","8.22713","5.43419","5.10146","3.85052","9.86312","11.0398","9.02084","6.48364","4.07875"
"HSB107_HIP_R","HIP",0.4038,"4.14927","6.77778","4.86849","6.32982","4.00226","4.42848","4.83543","3.86883","5.45628","4.27922","4.44293","6.70311","4.67376","6.94885","5.31361","5.389","4.25237","4.0827","8.7521","8.2564","4.66565","4.60894","4.10943","9.38038","11.1634","8.54254","6.75427","3.9306"
"HSB107_IPC_L","IPC",0.4038,"3.97","6.99547","5.09472","4.96876","4.01129","4.40493","4.85821","4.20525","5.28899","5.48896","4.38584","6.75789","5.01321","7.0139","5.46125","4.74907","4.38088","3.91832","6.66067","7.58425","4.98998","4.6178","4.34741","8.4537","8.98371","7.1518","7.12486","4.3555"
"HSB107_IPC_R","IPC",0.4038,"3.96612","6.37887","5.08864","4.66805","3.8054","4.54465","4.64737","3.70213","5.62225","5.46491","4.38898","6.67556","4.69337","7.34769","5.3547","4.59068","4.47062","3.9392","6.64921","7.56633","4.84819","4.78014","3.78478","8.76162","9.46922","7.14042","7.2492","4.01109"
"HSB107_ITC_L","ITC",0.4038,"4.26356","6.81798","5.26647","5.34715","4.30349","4.90217","4.98363","4.14296","5.13722","5.79068","4.33645","6.85224","5.3569","7.08458","5.54398","4.92446","4.73462","4.39352","7.18716","8.11409","4.94807","4.633","4.19433","8.98628","9.0972","6.70178","6.61748","4.30531"
"HSB107_ITC_R","ITC",0.4038,"3.99072","7.32259","5.086","4.74446","3.86726","4.06045","4.76416","3.67331","5.07036","5.5881","4.36657","6.47891","4.6467","6.78833","4.98134","4.59091","4.34803","3.89297","7.03605","7.52771","4.77972","4.0809","4.14465","8.72078","8.69974","6.59457","6.62548","3.91799"
"HSB107_M1C_L","M1C",0.4038,"4.08629","6.75245","4.74029","5.13158","3.9914","4.50351","4.75625","3.89828","5.2043","6.15952","4.40823","6.81112","4.64777","6.98112","5.69012","4.403","4.26969","3.96452","6.719","7.66846","4.62388","4.58266","4.07143","8.28783","7.79504","7.36005","7.63788","4.10816"
"HSB107_M1C_R","M1C",0.4038,"4.22794","6.69596","5.39998","4.99275","4.13861","4.88341","4.97257","4.4033","5.32286","5.66215","4.30328","6.84439","5.092","7.03615","5.38149","4.66256","4.54656","4.09698","6.55","7.54941","4.93262","5.29886","3.84055","7.85605","7.85814","6.77134","7.25056","4.17606"
"HSB107_MD_L","MD",0.4038,"4.09675","7.13249","5.05989","6.1351","3.83016","4.57974","4.73778","3.52131","5.75737","4.544","4.81298","5.80969","4.83436","7.31185","5.61664","4.83051","4.63116","4.09141","8.38399","7.87415","4.92332","4.35522","3.87871","9.32365","6.66867","7.87725","6.58807","3.92782"
"HSB107_MD_R","MD",0.4038,"4.2041","6.76186","4.81368","6.19079","3.90998","4.40093","4.94746","3.87517","5.62692","4.06054","4.91947","6.00303","4.83615","7.76768","5.82255","5.1961","4.35037","3.90599","7.85314","7.87963","5.1831","4.29866","4.00303","8.66313","7.11976","7.80915","6.37026","3.87231"
"HSB107_MFC_L","MFC",0.4038,"3.9693","7.56316","4.8877","5.16419","3.76843","4.289","4.66653","3.66725","5.94164","5.85196","4.08761","6.68084","4.59485","6.94504","5.07333","4.20727","4.34977","3.75357","7.38257","8.21496","4.93946","5.00474","4.24402","9.08469","9.10353","7.22305","7.26291","3.74406"
"HSB107_MFC_R","MFC",0.4038,"4.23981","7.26984","5.10806","5.68412","3.88671","5.16777","5.32401","4.06244","4.82198","5.33575","4.64529","6.92424","5.07083","6.99207","6.3249","4.49012","4.60872","4.17891","6.92614","7.38544","4.89994","5.0963","4.59006","8.44222","8.94891","7.14378","6.91337","4.06812"
"HSB107_OFC_L","OFC",0.4038,"4.29327","7.39951","5.00692","5.64444","4.25474","4.53965","4.55756","3.93936","5.17654","5.60369","4.37789","6.99657","4.70213","6.34447","5.49671","3.95469","4.40516","3.84552","7.28527","7.88254","4.75323","4.34548","3.94035","9.57492","9.49088","6.35845","7.16081","4.17231"
"HSB107_OFC_R","OFC",0.4038,"4.32324","7.10842","4.878","5.7978","4.19732","4.42953","4.74777","4.41729","5.56942","6.28681","4.40528","6.74102","4.69001","6.27286","5.41131","4.23598","4.17146","3.95939","7.82752","8.1932","4.75289","4.43413","4.03498","9.65886","9.61639","5.872","6.86135","4.30195"
"HSB107_S1C_L","S1C",0.4038,"4.11305","7.07219","5.24989","5.2298","3.72669","4.46842","4.80185","4.11269","5.36722","5.64513","4.2393","6.47682","4.72211","6.91312","5.48832","4.43562","4.49908","3.9279","6.94964","7.64005","5.07654","5.38337","3.91137","8.4657","7.85325","7.20189","6.90247","4.10621"
"HSB107_S1C_R","S1C",0.4038,"3.96016","7.20206","5.34534","4.8653","3.79917","4.8291","4.6599","3.70573","5.24401","5.81969","4.09887","6.40574","4.63879","6.88127","5.49658","4.37194","4.42078","3.8305","6.44681","7.2247","4.51289","4.95759","4.10999","8.27358","7.66396","7.51291","7.31868","3.91333"
"HSB107_STC_L","STC",0.4038,"3.87593","6.85053","4.97113","5.04696","3.6511","4.43159","4.71924","3.71927","5.25669","5.64236","4.27935","6.63655","4.69532","6.81322","5.17219","4.39973","4.1972","3.77279","7.07558","7.5771","4.89895","4.59015","3.93465","9.0787","8.6481","6.78636","6.76684","4.15695"
"HSB107_STC_R","STC",0.4038,"3.76039","6.69684","4.83874","4.86885","3.6698","4.1651","4.75225","3.54427","5.37893","5.11645","4.08083","6.77866","4.60462","6.92671","5.4081","4.32765","4.35552","4.00332","6.71494","7.81788","4.78122","4.6588","3.86467","8.97986","8.94112","6.66296","6.81812","3.9904"
"HSB107_STR_L","STR",0.4038,"4.42358","7.10485","4.85656","5.85219","3.5536","4.69233","4.89168","3.66971","4.70684","4.09741","4.03747","6.15285","4.93199","6.54297","5.40565","4.01167","4.12716","3.97318","8.26917","8.3679","4.81516","4.47665","3.88332","9.17115","6.44765","5.54888","6.09219","4.10635"
"HSB107_STR_R","STR",0.4038,"3.87066","7.42547","4.72423","6.06006","3.59371","4.22976","4.6584","3.5036","4.49869","3.71088","3.90803","6.19474","4.83131","5.83146","5.38687","3.79983","4.53573","4.07608","8.38445","8.48181","5.0276","4.26576","3.66826","9.26465","6.17801","4.64263","6.19912","4.26094"
"HSB107_V1C_L","V1C",0.4038,"4.01866","7.39456","4.81417","5.89346","3.99219","4.23409","4.73752","3.73098","4.49726","5.29778","4.35375","6.28802","4.81962","6.49413","5.21221","4.02607","4.28485","3.96801","8.15141","7.62919","5.02023","5.05749","4.22625","9.56722","9.85101","5.47701","6.77416","4.17452"
"HSB107_V1C_R","V1C",0.4038,"3.77226","7.45016","4.92447","5.30127","3.63632","4.42546","4.45983","3.49639","4.8895","4.95465","3.79875","6.43879","4.62091","6.77317","4.94988","3.80896","3.99851","3.85519","8.29415","8.07394","4.89544","5.09917","3.803","9.38008","10.0371","5.48103","6.62008","3.6695"
"HSB107_VFC_L","VFC",0.4038,"4.05558","7.48153","4.97502","5.16722","3.85236","4.39103","4.90511","3.60173","4.80558","6.03707","4.25399","6.58103","4.62089","6.65499","5.27904","4.1671","4.31842","3.81314","6.88327","7.90629","4.7289","4.58318","4.02319","8.33194","8.74655","6.81082","7.42203","3.9224"
"HSB107_VFC_R","VFC",0.4038,"4.29812","7.2463","5.68032","5.37939","3.86542","4.90035","5.19702","4.02147","4.96128","5.75906","4.64028","6.80379","4.93338","6.92784","5.41966","4.32028","4.47625","3.99221","7.10752","7.6476","4.96468","5.26135","4.38921","8.7359","8.35191","7.04878","7.37443","4.48418"
"HSB111_A1C_L","A1C",70.7692307692308,"3.64641","6.10919","5.59479","7.12637","4.61672","4.15185","5.51224","3.97784","8.25531","5.21757","4.09403","6.7945","4.60057","6.54235","5.51682","5.52093","4.37321","4.62255","9.06506","8.30606","6.01193","4.02932","3.76014","9.05367","6.54947","5.59266","6.90455","3.93426"
"HSB111_A1C_R","A1C",70.7692307692308,"4.32134","5.73712","5.02337","7.02697","4.03785","4.73525","6.38102","4.17484","7.37226","5.23532","4.47512","6.64125","5.03634","6.23496","5.73846","5.21047","4.63501","4.36106","9.13295","7.68396","6.26087","4.30654","4.09163","9.34826","5.97792","5.44879","6.31765","4.67099"
"HSB111_AMY_L","AMY",70.7692307692308,"4.3164","6.56891","5.13404","7.23885","4.0551","4.60741","5.30502","4.32976","7.85616","4.61272","4.85312","6.6383","5.14864","6.45917","5.3922","5.21016","4.55374","5.06617","9.05689","8.11866","6.8847","4.17498","4.22247","10.0609","6.44677","6.02049","6.55778","4.80323"
"HSB111_AMY_R","AMY",70.7692307692308,"4.17846","6.41608","5.45049","7.90146","4.75746","4.34911","5.81595","4.02767","7.24497","4.54367","4.29431","6.59833","5.10406","6.55227","6.58107","4.89629","4.93897","4.69857","9.57514","8.16667","6.68751","4.30053","4.52758","10.2702","7.35758","6.60984","6.82297","4.40167"
"HSB111_CBC_R","CBC",70.7692307692308,"4.64008","5.81849","5.62915","7.25086","4.6536","4.37797","7.05407","4.08761","8.0902","4.80759","5.09926","6.48946","5.02907","6.31668","5.5337","5.38617","4.22471","4.81478","9.54623","7.17878","6.40879","4.31629","4.26787","9.01521","6.05961","5.43911","7.35332","4.76394"
"HSB111_DFC_L","DFC",70.7692307692308,"3.73384","6.37463","5.3592","6.96023","4.35104","4.03799","5.87871","3.54033","7.86665","4.96708","3.93714","7.41103","4.26978","6.36927","5.28508","4.96992","4.79125","4.67558","8.57848","7.86131","6.17262","4.10086","3.67171","9.63013","7.01492","5.82718","6.85529","3.89132"
"HSB111_DFC_R","DFC",70.7692307692308,"3.69357","6.57364","4.80794","7.30979","4.24002","4.36865","6.74457","3.96851","6.82607","5.17926","4.23801","6.54032","4.72051","6.48488","5.15383","5.09328","4.44749","4.82231","9.36707","7.85196","6.48294","3.8913","4.12117","9.80142","6.55552","5.77006","6.97026","3.88374"
"HSB111_HIP_L","HIP",70.7692307692308,"4.15621","6.33607","5.40129","7.46909","4.57981","4.39755","6.66979","3.60474","7.82753","4.45438","4.49962","6.32728","4.69117","6.37865","5.69728","6.4976","4.7276","5.33353","9.23473","7.81852","7.16434","4.32883","3.9743","10.0789","9.72356","7.35923","6.86446","4.40238"
"HSB111_HIP_R","HIP",70.7692307692308,"4.1343","6.67165","4.70099","7.64466","4.34241","4.1953","7.58308","3.97222","6.97282","4.18367","4.19716","6.05677","4.81706","6.07751","5.54811","6.27061","4.85945","4.92937","9.34013","7.50103","7.02464","4.20631","4.43757","10.2549","9.09967","7.57996","7.06752","4.52863"
"HSB111_IPC_L","IPC",70.7692307692308,"3.81002","6.10646","5.18157","6.9708","4.53603","3.98106","6.74677","3.6412","7.68824","4.40178","4.01795","6.66639","4.83708","6.3282","5.18974","5.15961","4.5385","4.54548","9.2481","7.72734","6.14901","3.98968","3.80488","9.84583","7.04268","5.62524","7.03963","4.51509"
"HSB111_IPC_R","IPC",70.7692307692308,"3.85052","6.18025","4.63804","7.61151","4.54087","4.45219","6.38015","3.59578","7.81977","4.64431","3.85394","6.43076","4.59839","6.52278","5.50977","5.19697","4.54401","4.73442","9.03175","7.90115","6.06487","4.04698","3.87906","9.85999","6.9764","5.90926","6.87535","4.45151"
"HSB111_ITC_L","ITC",70.7692307692308,"3.65313","6.28949","5.14514","7.77746","4.15061","3.92045","6.59721","3.70642","8.37934","4.37019","3.9841","6.52587","4.69447","6.27615","5.59259","5.56322","4.87405","4.81046","9.57111","7.90342","7.03431","4.24103","3.7649","9.75301","7.24902","6.572","7.23341","3.92843"
"HSB111_ITC_R","ITC",70.7692307692308,"4.27963","6.05631","4.82768","7.3806","4.80961","4.49472","6.40903","3.96297","7.3557","4.41062","4.60168","6.40526","5.38305","6.04568","5.78137","4.84796","4.82203","4.74637","9.33718","7.64818","5.87347","4.15578","4.23336","9.90895","6.73973","6.4665","6.7489","4.81289"
"HSB111_M1C_L","M1C",70.7692307692308,"3.61332","6.05872","5.42064","6.91493","4.61265","4.12498","6.23019","4.07808","7.79951","4.89069","4.07519","6.9928","4.66732","6.38757","5.45628","5.66948","4.52596","4.71401","9.26684","8.1032","6.43641","3.91614","4.07319","9.51758","7.47819","5.34795","7.16416","4.32983"
"HSB111_M1C_R","M1C",70.7692307692308,"3.74403","6.37536","5.51189","7.44111","4.06752","4.36839","6.37646","4.19938","7.70116","5.38935","4.39405","6.08896","4.58153","6.48744","5.78796","5.87834","4.58249","4.58049","9.24217","7.70242","5.8946","4.04403","3.84687","9.62913","7.07633","5.49806","6.85236","4.15598"
"HSB111_MD_L","MD",70.7692307692308,"3.86267","6.20566","5.18001","7.30738","4.64325","4.50279","4.8801","4.01164","7.69707","4.18594","4.27999","6.33451","5.12709","6.3961","6.55083","4.98392","4.48973","5.02719","9.33261","8.08416","6.49009","4.34385","3.92036","10.5015","7.25858","6.38141","6.55428","4.81767"
